k,query_id,aspect,n_relevant,sim_pooled,sim_maxcard,ndcg10_pooled,ndcg10_maxcard,recall10_pooled,recall10_maxcard
10,q00173,legal,34,0.418238,0.625997,0.675416,0.794883,0.176471,0.235294
10,q00174,marketing,36,0.098707,0.314213,0.0,0.628146,0.0,0.194444
10,q00175,facilities,38,0.271957,0.6313,0.648932,0.860382,0.131579,0.210526
10,q00176,procurement,40,0.24255,0.418589,0.066254,0.698796,0.025,0.15
10,q00177,marketing,44,0.14161,0.316332,0.532141,0.779171,0.090909,0.159091
10,q00178,facilities,38,0.31149,0.622528,0.617764,0.863015,0.131579,0.210526
10,q00179,legal,27,0.395974,0.551398,0.16422,0.337984,0.074074,0.148148
10,q00180,engineering,28,0.387214,0.554053,0.58875,0.334051,0.178571,0.107143
10,q00181,facilities,38,0.271957,0.6313,0.648932,0.860382,0.131579,0.210526
10,q00182,personnel,33,0.191632,0.60797,0.078398,0.831848,0.030303,0.242424
10,q00183,logistics,25,0.215133,0.368719,0.138862,0.630043,0.04,0.2
10,q00184,logistics,35,0.362098,0.593556,0.138862,0.857981,0.028571,0.228571
10,q00185,security,36,0.142336,0.474214,0.094788,0.905212,0.027778,0.25
10,q00186,finance,41,0.345913,0.606941,0.494357,0.793584,0.097561,0.170732
10,q00187,facilities,38,0.31149,0.622528,0.617764,0.863015,0.131579,0.210526
10,q00188,logistics,33,0.397818,0.545764,0.063621,0.647336,0.030303,0.181818
10,q00189,logistics,34,0.296216,0.391358,0.0,0.542364,0.0,0.117647
10,q00190,facilities,38,0.214165,0.530017,0.063621,0.750336,0.026316,0.184211
10,q00191,personnel,36,0.212863,0.607988,0.078398,0.857205,0.027778,0.222222
10,q00192,procurement,29,0.377296,0.504413,0.0,0.328241,0.0,0.137931
10,q00193,facilities,37,0.297885,0.550605,0.0,0.8237,0.0,0.216216
10,q00194,procurement,24,0.070758,0.347732,0.305235,0.407415,0.083333,0.166667
10,q00195,research,42,0.175636,0.366671,0.151397,0.561713,0.047619,0.142857
10,q00196,logistics,30,0.408641,0.546846,0.371854,0.921602,0.1,0.3
10,q00197,research,31,0.206839,0.590559,0.18341,0.416285,0.064516,0.16129
10,q00198,engineering,41,0.294148,0.56228,1.0,1.0,0.243902,0.243902
10,q00199,engineering,34,0.242923,0.498119,0.800694,0.926636,0.205882,0.264706
